epoch,lr-Adam,step,train_loss_step
,0.00017154112816158664,0,
0,,24,0.25067341327667236
0,,49,0.32601624727249146
0,,74,0.2783781886100769
0,,99,0.11560520529747009
0,,124,0.13288666307926178
0,,149,0.18026866018772125
