epoch,lr-Adam,step,train_AUC,train_AUCPR,train_BinaryAccuracy,train_F1,train_Precision,train_Recall,train_loss_epoch,train_loss_step,val_AUC,val_AUCPR,val_BinaryAccuracy,val_F1,val_Precision,val_Recall,val_loss
,0.0001,0,,,,,,,,,,,,,,,
0,,24,,,,,,,,0.4667511582374573,,,,,,,
0,,49,,,,,,,,0.41876548528671265,,,,,,,
0,,74,,,,,,,,0.4569065570831299,,,,,,,
0,,99,,,,,,,,0.42870470881462097,,,,,,,
0,,124,,,,,,,,0.4417062997817993,,,,,,,
0,,149,,,,,,,,0.40517500042915344,,,,,,,
0,,174,,,,,,,,0.47264981269836426,,,,,,,
0,,199,,,,,,,,0.4413697123527527,,,,,,,
0,,224,,,,,,,,0.47500526905059814,,,,,,,
0,,249,,,,,,,,0.37525367736816406,,,,,,,
0,,274,,,,,,,,0.4485316872596741,,,,,,,
0,,299,,,,,,,,0.4292367398738861,,,,,,,
0,,324,,,,,,,,0.4386984705924988,,,,,,,
0,,349,,,,,,,,0.39976638555526733,,,,,,,
0,,374,,,,,,,,0.43329286575317383,,,,,,,
0,,399,,,,,,,,0.4470334053039551,,,,,,,
0,,424,,,,,,,,0.391377329826355,,,,,,,
0,,449,,,,,,,,0.36917608976364136,,,,,,,
0,,474,,,,,,,,0.4596851170063019,,,,,,,
0,,499,,,,,,,,0.40889978408813477,,,,,,,
0,,524,,,,,,,,0.38088756799697876,,,,,,,
0,,549,,,,,,,,0.42374110221862793,,,,,,,
0,,574,,,,,,,,0.41748231649398804,,,,,,,
0,,599,,,,,,,,0.4291486144065857,,,,,,,
0,,624,,,,,,,,0.3985218405723572,,,,,,,
0,,649,,,,,,,,0.4291095733642578,,,,,,,
0,,674,,,,,,,,0.45752397179603577,,,,,,,
0,,699,,,,,,,,0.45860934257507324,,,,,,,
0,,724,,,,,,,,0.3729405403137207,,,,,,,
0,,749,,,,,,,,0.39750754833221436,,,,,,,
0,,774,,,,,,,,0.4018910825252533,,,,,,,
0,,799,,,,,,,,0.406928151845932,,,,,,,
0,,824,,,,,,,,0.41853249073028564,,,,,,,
0,,828,,,,,,,,,0.7579500079154968,0.305615097284317,0.9499217867851257,0.0,0.0,0.0,0.39638856053352356
0,,828,0.669350802898407,0.17616194486618042,0.9329443573951721,0.0,0.0,0.0,0.4294143617153168,,,,,,,,
,0.0001,829,,,,,,,,,,,,,,,
1,,849,,,,,,,,0.45725616812705994,,,,,,,
1,,874,,,,,,,,0.4304713308811188,,,,,,,
1,,899,,,,,,,,0.4459495544433594,,,,,,,
1,,924,,,,,,,,0.44799765944480896,,,,,,,
1,,949,,,,,,,,0.4114207625389099,,,,,,,
1,,974,,,,,,,,0.38506197929382324,,,,,,,
1,,999,,,,,,,,0.4063471555709839,,,,,,,
1,,1024,,,,,,,,0.3964819610118866,,,,,,,
1,,1049,,,,,,,,0.39783352613449097,,,,,,,
