epoch,lr-Adam,step,train_loss_step
,2.474478605416875e-05,0,
0,,24,0.573274552822113
0,,49,0.38378599286079407
0,,74,0.2889377176761627
0,,99,0.11987140029668808
0,,124,0.16668957471847534
0,,149,0.18816635012626648
0,,174,0.12945282459259033
0,,199,0.0988975316286087
0,,224,0.240291565656662
0,,249,0.2497595101594925
0,,274,0.1890353560447693
