epoch,lr-Adam,step,train_loss_step
,9.602421693966185e-05,0,
0,,24,0.5518362522125244
0,,49,0.3622276782989502
0,,74,0.2669447064399719
0,,99,0.10890743136405945
0,,124,0.1471203863620758
