epoch,lr-Adam,step,train_AUC,train_AUCPR,train_BinaryAccuracy,train_F1,train_Precision,train_Recall,train_loss_epoch,train_loss_step,val_AUC,val_AUCPR,val_BinaryAccuracy,val_F1,val_Precision,val_Recall,val_loss
,5.0211073994281e-05,0,,,,,,,,,,,,,,,
0,,24,,,,,,,,0.4292576313018799,,,,,,,
0,,49,,,,,,,,0.4318268299102783,,,,,,,
0,,74,,,,,,,,0.4775986075401306,,,,,,,
0,,99,,,,,,,,0.4336334764957428,,,,,,,
0,,124,,,,,,,,0.40654605627059937,,,,,,,
0,,149,,,,,,,,0.3958672285079956,,,,,,,
0,,174,,,,,,,,0.46925437450408936,,,,,,,
0,,199,,,,,,,,0.422978013753891,,,,,,,
0,,224,,,,,,,,0.3797616958618164,,,,,,,
0,,249,,,,,,,,0.39820969104766846,,,,,,,
0,,274,,,,,,,,0.40354934334754944,,,,,,,
0,,299,,,,,,,,0.4371528625488281,,,,,,,
0,,324,,,,,,,,0.4385071098804474,,,,,,,
0,,349,,,,,,,,0.4755011200904846,,,,,,,
0,,374,,,,,,,,0.4458775520324707,,,,,,,
0,,399,,,,,,,,0.4579899311065674,,,,,,,
0,,424,,,,,,,,0.4232143759727478,,,,,,,
0,,449,,,,,,,,0.45760399103164673,,,,,,,
0,,474,,,,,,,,0.38181817531585693,,,,,,,
0,,499,,,,,,,,0.4630482792854309,,,,,,,
0,,524,,,,,,,,0.4713994860649109,,,,,,,
0,,549,,,,,,,,0.4076805114746094,,,,,,,
0,,574,,,,,,,,0.4326822757720947,,,,,,,
0,,599,,,,,,,,0.4359857439994812,,,,,,,
0,,624,,,,,,,,0.39450472593307495,,,,,,,
0,,649,,,,,,,,0.4544578492641449,,,,,,,
0,,674,,,,,,,,0.37884724140167236,,,,,,,
0,,699,,,,,,,,0.4528161585330963,,,,,,,
0,,724,,,,,,,,0.43560758233070374,,,,,,,
0,,749,,,,,,,,0.4287866950035095,,,,,,,
0,,774,,,,,,,,0.4791090190410614,,,,,,,
0,,799,,,,,,,,0.518246054649353,,,,,,,
0,,824,,,,,,,,0.4458097517490387,,,,,,,
0,,849,,,,,,,,0.4661700427532196,,,,,,,
0,,874,,,,,,,,0.4460100531578064,,,,,,,
0,,899,,,,,,,,0.46242737770080566,,,,,,,
0,,924,,,,,,,,0.47047996520996094,,,,,,,
0,,949,,,,,,,,0.4191696345806122,,,,,,,
0,,974,,,,,,,,0.3666388690471649,,,,,,,
0,,999,,,,,,,,0.4156816005706787,,,,,,,
0,,1024,,,,,,,,0.4718204736709595,,,,,,,
0,,1049,,,,,,,,0.4234575629234314,,,,,,,
0,,1074,,,,,,,,0.416304349899292,,,,,,,
0,,1099,,,,,,,,0.3723982572555542,,,,,,,
0,,1124,,,,,,,,0.3761201500892639,,,,,,,
